ph,ec,oc,n,p,k,s,z,b,fe,mn,cu,name
6.28,0.78,4.97,119,56,61,28.23,1.33,0.97,6.27,3.37,0.35,Cotton
6.94,0.89,5.66,109,56,73,30.97,1.31,0.87,6.77,3.46,0.37,Cotton
6.17,0.86,4.38,122,60,68,34.55,1.07,0.83,6.68,3.12,0.3,Cotton
6.95,0.93,4.02,115,59,71,28.5,1.25,0.94,5.8,2.54,0.36,Cotton
6.42,0.75,5.51,107,53,77,30.98,1.2,0.82,6.02,2.42,0.36,Cotton
6.26,0.76,4.87,104,47,66,32.67,1.37,0.85,6.16,2.82,0.29,Cotton
6.18,0.83,4.13,106,56,78,30.09,1.3,0.97,6.36,2.72,0.32,Cotton
6.86,0.79,5.94,123,63,78,29.97,1.22,0.86,5.6,3.27,0.33,Cotton
6.36,0.88,4.63,121,55,62,25.28,1.06,0.82,5.57,3.77,0.26,Cotton
6.88,0.92,4.41,111,60,63,28.47,1.03,0.89,5.64,3.66,0.35,Cotton
6.5,0.85,5.58,107,47,61,28.43,1.27,0.8,6.69,3.78,0.34,Cotton
6.82,0.83,4.74,105,54,67,30.63,1.0,0.89,6.22,3.15,0.29,Cotton
6.3,0.9,5.53,123,48,69,34.61,1.19,0.97,5.35,3.24,0.27,Cotton
6.31,0.8,5.83,110,56,76,25.61,1.32,0.87,5.24,3.25,0.39,Cotton
6.27,0.93,4.97,107,62,70,31.62,1.1,0.84,5.78,3.15,0.35,Cotton
6.98,0.76,5.94,113,59,61,30.63,1.02,0.93,6.41,3.1,0.38,Cotton
6.56,0.9,5.68,104,57,62,28.1,1.01,0.96,6.48,3.36,0.28,Cotton
6.46,0.77,4.76,121,56,74,31.97,1.11,0.83,5.56,3.71,0.32,Cotton
6.52,0.93,5.52,107,54,67,27.69,1.1,0.84,6.16,2.83,0.31,Cotton
6.95,0.82,5.96,108,59,72,27.88,1.13,0.94,6.66,2.56,0.39,Cotton
6.73,0.77,5.4,117,46,72,30.68,1.1,0.98,6.91,3.74,0.31,Cotton
6.04,0.84,5.98,105,61,79,31.55,1.04,0.87,5.02,2.87,0.39,Cotton
6.82,0.77,5.76,100,61,74,28.44,1.12,0.85,6.69,2.44,0.25,Cotton
6.02,0.89,4.7,111,58,63,30.17,1.37,0.96,6.43,3.23,0.31,Cotton
6.14,0.9,4.57,105,64,61,26.14,1.2,0.98,6.78,2.56,0.34,Cotton
6.89,0.84,5.84,101,47,65,34.38,1.39,0.94,6.34,3.4,0.27,Cotton
6.54,0.78,5.5,100,53,77,25.85,1.26,0.84,5.98,2.93,0.26,Cotton
6.97,0.87,4.29,105,61,63,27.69,1.38,0.97,6.39,3.26,0.35,Cotton
6.12,0.85,5.89,123,47,62,32.27,1.3,0.88,6.85,3.29,0.28,Cotton
6.53,0.76,4.23,111,52,76,33.67,1.09,0.96,5.64,2.91,0.38,Cotton
6.51,0.86,5.58,121,63,67,29.69,1.1,0.82,5.06,2.54,0.39,Cotton
6.69,0.91,5.82,110,47,78,32.96,1.17,0.93,6.18,3.03,0.26,Cotton
6.64,0.78,5.09,120,62,62,27.28,1.02,0.97,6.51,2.89,0.29,Cotton
6.83,0.8,4.29,117,55,66,27.32,1.35,0.84,5.21,3.66,0.26,Cotton
6.72,0.91,5.43,111,63,60,29.92,1.33,0.92,6.58,2.49,0.31,Cotton
6.52,0.9,4.17,115,49,71,32.55,1.36,0.88,6.16,3.43,0.26,Cotton
6.21,0.77,4.38,124,48,70,25.89,1.15,0.99,6.97,2.82,0.37,Cotton
6.46,0.83,4.87,121,63,77,32.48,1.23,0.91,5.84,3.01,0.29,Cotton
6.19,0.75,5.11,116,45,79,31.31,1.04,0.82,5.3,2.41,0.32,Cotton
6.22,0.82,5.39,104,59,70,32.37,1.32,0.91,5.44,2.59,0.39,Cotton
6.02,0.95,4.35,116,59,79,29.41,1.15,0.97,6.01,2.54,0.29,Cotton
6.66,0.89,5.08,120,52,65,30.46,1.32,0.99,5.55,2.79,0.27,Cotton
6.03,0.91,4.09,114,51,61,25.75,1.33,0.86,6.55,3.71,0.31,Cotton
6.67,0.91,5.02,104,64,74,29.94,1.14,0.98,6.54,2.82,0.33,Cotton
6.08,0.8,4.21,109,53,61,27.76,1.2,0.85,6.37,3.44,0.39,Cotton
6.63,0.86,4.46,122,54,77,29.63,1.03,0.88,6.12,2.57,0.35,Cotton
6.45,0.87,4.91,115,59,60,25.77,1.14,0.81,5.14,2.89,0.38,Cotton
6.64,0.93,4.21,105,51,69,27.5,1.16,0.99,5.06,3.39,0.3,Cotton
6.4,0.91,4.2,105,50,75,31.35,1.06,0.92,5.86,3.36,0.28,Cotton
6.46,0.9,5.34,101,63,70,30.47,1.32,0.83,6.97,3.25,0.34,Cotton
6.59,0.78,4.8,118,54,62,32.76,1.01,0.87,5.18,3.48,0.27,Cotton
6.3,0.78,4.84,106,59,62,32.65,1.09,0.93,5.53,3.38,0.29,Cotton
6.4,0.8,4.03,101,47,73,28.42,1.1,0.9,6.03,2.42,0.26,Cotton
6.79,0.87,5.62,108,45,77,33.45,1.13,0.81,5.55,2.61,0.31,Cotton
6.63,0.77,5.48,107,47,65,32.04,1.19,0.81,5.78,3.56,0.26,Cotton
7.0,0.78,4.08,120,48,69,26.77,1.2,0.97,6.13,3.57,0.34,Cotton
6.89,0.84,5.54,113,45,67,29.73,1.31,0.81,6.28,3.35,0.28,Cotton
6.46,0.85,4.98,101,51,63,33.7,1.15,0.97,5.96,2.76,0.34,Cotton
6.84,0.78,5.41,107,47,73,26.58,1.22,0.9,6.18,3.39,0.26,Cotton
6.41,0.84,5.09,114,56,61,33.11,1.1,0.99,6.34,3.8,0.37,Cotton
6.97,0.87,5.44,101,54,71,32.57,1.14,0.86,5.23,2.87,0.32,Cotton
6.51,0.88,5.95,121,62,65,32.77,1.31,0.82,6.61,3.72,0.33,Cotton
6.09,0.84,5.61,123,60,72,30.61,1.32,0.97,6.16,2.73,0.28,Cotton
6.38,0.87,5.38,104,48,61,32.44,1.25,0.99,6.06,2.66,0.39,Cotton
6.94,0.86,5.0,108,64,73,26.27,1.14,0.81,5.56,2.65,0.38,Cotton
6.6,0.81,5.01,105,53,69,28.8,1.13,0.97,6.95,3.11,0.31,Cotton
6.65,0.81,4.84,117,52,66,27.2,1.38,0.97,5.31,3.31,0.36,Cotton
6.95,0.78,5.76,113,49,63,28.47,1.29,0.99,6.17,3.67,0.27,Cotton
6.42,0.83,5.65,100,51,74,33.59,1.22,0.86,6.98,3.3,0.32,Cotton
6.74,0.88,5.8,103,50,67,31.87,1.22,0.81,6.75,3.57,0.25,Cotton
6.41,0.77,4.09,106,50,79,30.57,1.19,0.82,5.6,3.48,0.34,Cotton
6.66,0.89,5.62,108,46,65,29.18,1.1,0.81,5.93,3.49,0.33,Cotton
6.61,0.77,5.76,101,59,76,27.82,1.27,0.82,6.96,3.32,0.31,Cotton
6.71,0.89,4.23,106,50,68,34.47,1.24,0.96,5.63,3.48,0.27,Cotton
6.99,0.93,4.13,101,48,63,33.4,1.39,0.86,6.15,3.79,0.31,Cotton
6.52,0.87,5.95,109,61,63,26.79,1.26,0.97,5.2,3.23,0.26,Cotton
6.98,0.92,4.67,108,63,66,34.69,1.03,0.81,6.28,3.71,0.26,Cotton
6.74,0.88,4.83,118,60,74,25.03,1.28,0.87,6.26,2.44,0.37,Cotton
6.94,0.94,5.49,114,55,64,33.07,1.25,1.0,6.06,3.68,0.29,Cotton
6.74,0.81,4.96,120,45,67,25.62,1.38,0.83,6.69,3.62,0.28,Cotton
6.15,0.83,4.24,122,46,68,27.37,1.1,0.93,6.01,3.58,0.26,Cotton
6.7,0.85,5.2,122,56,62,29.16,1.29,0.83,6.47,3.0,0.38,Cotton
6.64,0.8,4.35,103,50,67,33.61,1.39,0.82,6.18,3.01,0.31,Cotton
6.61,0.93,5.11,108,55,62,28.81,1.27,1.0,6.08,3.64,0.32,Cotton
6.69,0.82,5.39,115,57,73,30.78,1.39,0.8,5.56,3.53,0.37,Cotton
6.08,0.92,4.17,121,47,78,30.45,1.16,0.92,5.34,3.3,0.25,Cotton
6.93,0.82,4.93,111,57,66,25.38,1.24,0.97,5.79,2.64,0.36,Cotton
6.92,0.88,4.08,102,56,61,32.78,1.07,0.83,5.83,3.61,0.25,Cotton
6.9,0.76,4.43,105,59,72,25.22,1.18,0.83,6.32,3.6,0.4,Cotton
6.87,0.83,4.97,121,56,64,29.02,1.18,0.84,5.08,2.51,0.3,Cotton
6.71,0.93,5.78,113,45,77,34.69,1.02,0.85,6.05,3.67,0.27,Cotton
6.02,0.94,5.45,121,49,79,34.63,1.28,0.85,5.89,2.46,0.39,Cotton
6.92,0.94,4.07,115,45,74,28.47,1.01,0.91,5.7,3.01,0.35,Cotton
6.07,0.92,4.1,101,48,71,34.56,1.29,0.94,5.15,3.43,0.28,Cotton
6.87,0.81,4.36,115,45,63,31.41,1.29,0.98,5.17,3.65,0.36,Cotton
6.33,0.77,5.34,100,64,72,34.18,1.16,0.99,6.92,2.48,0.28,Cotton
6.28,0.91,5.43,106,54,65,28.15,1.22,0.89,5.99,2.69,0.38,Cotton
6.89,0.94,4.08,118,56,72,29.08,1.27,0.94,6.97,3.75,0.28,Cotton
6.82,0.9,5.0,106,48,65,25.49,1.38,0.81,5.35,3.72,0.32,Cotton
6.41,0.94,4.89,101,61,66,34.75,1.16,0.94,5.76,3.39,0.37,Cotton
6.15,0.9,4.86,106,45,78,26.88,1.28,0.82,5.5,2.62,0.37,Cotton
6.05,0.85,4.52,112,46,64,28.84,1.05,0.93,6.0,3.33,0.38,Cotton
6.21,0.9,5.37,119,46,79,25.21,1.2,0.81,6.81,3.59,0.35,Cotton
6.13,0.81,5.12,113,46,65,33.93,1.17,0.82,6.55,2.47,0.37,Cotton
6.48,0.93,4.84,114,62,72,33.74,1.02,0.93,6.47,3.68,0.27,Cotton
6.34,0.93,5.65,114,60,62,29.95,1.29,0.93,5.61,2.6,0.36,Cotton
6.89,0.78,5.9,109,48,75,28.96,1.31,0.85,5.34,3.35,0.39,Cotton
6.02,0.84,5.35,124,48,73,30.17,1.33,0.88,6.85,2.59,0.31,Cotton
6.45,0.92,5.38,116,63,73,31.42,1.36,0.83,6.71,3.25,0.34,Cotton
6.01,0.79,5.46,107,47,72,28.07,1.22,0.92,6.99,2.92,0.38,Cotton
6.64,0.88,5.23,105,59,79,34.72,1.04,1.0,6.59,3.26,0.3,Cotton
6.99,0.9,4.22,113,53,63,30.97,1.03,0.92,5.13,3.02,0.32,Cotton
6.39,0.75,4.81,117,58,64,33.49,1.27,0.96,6.41,3.01,0.4,Cotton
6.63,0.76,5.82,114,61,79,25.94,1.05,0.9,5.39,3.41,0.29,Cotton
6.43,0.87,4.29,110,47,71,31.08,1.36,0.93,6.39,3.11,0.25,Cotton
6.27,0.91,5.91,100,54,71,30.89,1.27,0.82,5.55,2.75,0.3,Cotton
6.72,0.82,4.01,108,62,77,28.73,1.08,0.85,5.38,3.35,0.39,Cotton
6.43,0.89,5.6,116,45,63,34.6,1.32,0.91,5.69,2.98,0.26,Cotton
6.06,0.86,4.86,124,61,64,28.81,1.15,0.8,6.53,3.79,0.35,Cotton
6.98,0.9,5.73,105,50,77,31.37,1.14,0.86,6.14,3.79,0.34,Cotton
6.75,0.79,5.5,119,59,65,32.24,1.28,0.91,5.07,3.32,0.28,Cotton
6.54,0.83,5.18,116,46,72,29.25,1.25,0.8,6.19,2.85,0.31,Cotton
6.1,0.76,4.75,106,49,65,25.26,1.24,0.93,6.04,3.25,0.31,Cotton
6.05,0.78,5.14,123,62,63,26.54,1.34,0.97,6.54,3.63,0.25,Cotton
6.72,0.79,4.64,113,62,70,32.46,1.38,0.99,5.14,3.75,0.26,Cotton
6.94,0.87,5.07,106,52,63,32.88,1.07,0.85,6.9,3.79,0.34,Cotton
6.97,0.79,4.51,121,46,61,34.36,1.37,0.81,6.02,3.44,0.29,Cotton
6.68,0.89,4.88,112,60,64,28.57,1.28,0.94,5.09,2.98,0.35,Cotton
6.39,0.9,5.89,118,58,61,29.29,1.01,0.82,5.36,2.43,0.27,Cotton
6.23,0.76,4.5,123,52,72,27.58,1.06,0.91,5.11,3.29,0.35,Cotton
6.08,0.81,4.26,113,63,73,25.06,1.3,0.83,5.16,3.19,0.28,Cotton
6.86,0.78,4.32,120,61,61,26.77,1.05,0.85,5.29,2.77,0.34,Cotton
6.67,0.91,4.07,109,56,68,27.95,1.11,0.89,5.72,3.39,0.36,Cotton
6.63,0.78,4.06,108,51,68,25.74,1.28,0.98,6.75,2.97,0.36,Cotton
6.6,0.79,4.77,111,47,72,30.99,1.19,0.94,6.66,3.08,0.26,Cotton
6.03,0.81,4.16,108,46,78,29.62,1.05,0.96,6.52,2.85,0.38,Cotton
6.11,0.76,4.49,106,53,76,27.32,1.14,0.82,5.58,3.44,0.33,Cotton
6.35,0.93,4.1,112,53,76,31.68,1.16,0.98,6.98,3.73,0.33,Cotton
6.11,0.95,4.62,119,51,69,26.49,1.16,0.92,5.99,2.92,0.29,Cotton
6.02,0.77,5.95,113,50,67,26.41,1.24,1.0,5.75,2.84,0.39,Cotton
6.9,0.86,5.09,114,57,66,28.57,1.0,1.0,5.79,3.34,0.31,Cotton
6.8,0.82,5.54,101,61,72,30.38,1.16,0.85,5.53,3.71,0.38,Cotton
6.8,0.91,4.58,122,57,69,26.9,1.12,0.91,6.41,3.6,0.29,Cotton
6.58,0.77,5.29,116,57,77,25.93,1.1,0.97,6.2,3.68,0.37,Cotton
6.85,0.77,4.82,113,57,70,26.68,1.12,0.99,6.15,2.53,0.29,Cotton
6.68,0.9,4.65,109,46,65,26.32,1.05,0.86,6.84,3.48,0.32,Cotton
6.71,0.88,5.92,116,51,77,33.51,1.09,0.89,6.76,3.31,0.34,Cotton
6.59,0.79,5.27,111,49,60,25.16,1.13,0.97,5.12,3.17,0.31,Cotton
6.01,0.88,4.08,106,56,71,28.4,1.14,0.94,6.96,3.09,0.3,Cotton
6.95,0.95,4.07,111,47,70,34.36,1.06,0.95,5.8,2.92,0.34,Cotton
6.04,0.76,4.91,122,56,62,25.88,1.16,0.98,6.84,3.69,0.27,Cotton
6.49,0.9,4.94,105,47,72,31.52,1.19,0.92,6.67,3.09,0.36,Cotton
6.17,0.77,5.45,107,62,62,30.04,1.13,0.99,5.6,3.65,0.3,Cotton
6.24,0.81,5.26,109,58,78,30.41,1.36,0.97,5.76,3.23,0.32,Cotton
6.81,0.85,5.32,112,49,78,30.36,1.29,0.84,5.87,3.36,0.34,Cotton
6.07,0.94,5.28,105,47,70,26.58,1.39,0.83,6.6,3.63,0.39,Cotton
6.42,0.88,5.4,112,60,75,29.3,1.07,0.8,6.31,3.57,0.35,Cotton
6.17,0.85,4.42,105,45,78,28.6,1.19,0.92,6.86,3.09,0.31,Cotton
6.88,0.95,4.09,122,48,69,25.22,1.06,0.8,6.34,3.16,0.26,Cotton
6.07,0.84,5.48,111,60,68,33.85,1.09,0.81,5.36,3.55,0.39,Cotton
6.56,0.88,4.36,115,52,77,32.16,1.17,0.87,6.82,2.71,0.36,Cotton
6.66,0.84,4.73,110,46,78,31.15,1.24,0.88,5.43,3.17,0.37,Cotton
6.44,0.9,4.32,118,62,60,30.93,1.31,0.9,5.79,3.51,0.33,Cotton
6.66,0.86,5.82,104,59,71,28.23,1.08,0.92,6.6,3.79,0.35,Cotton
6.74,0.8,5.96,112,50,73,30.83,1.02,0.82,6.2,2.54,0.31,Cotton
6.79,0.8,5.76,104,54,69,30.9,1.31,0.99,6.95,2.51,0.33,Cotton
6.93,0.85,4.66,116,54,77,26.88,1.03,0.98,5.45,3.45,0.25,Cotton
6.53,0.86,5.04,103,61,63,30.75,1.36,0.92,6.7,3.46,0.28,Cotton
6.9,0.85,4.54,100,62,72,28.09,1.22,0.94,6.68,3.78,0.37,Cotton
6.89,0.87,5.52,100,56,64,34.64,1.31,0.82,5.53,3.52,0.26,Cotton
6.57,0.9,5.83,113,64,61,30.6,1.37,0.98,5.13,3.07,0.4,Cotton
6.05,0.92,4.51,113,49,69,29.15,1.13,0.9,5.97,2.86,0.38,Cotton
6.4,0.81,5.32,120,53,67,25.91,1.33,0.89,5.32,3.19,0.33,Cotton
6.68,0.82,5.14,105,58,69,31.16,1.07,0.91,6.84,3.33,0.26,Cotton
6.29,0.8,5.08,118,45,74,28.18,1.0,0.99,5.92,3.6,0.4,Cotton
6.21,0.93,5.36,120,54,66,32.46,1.27,1.0,5.82,3.71,0.29,Cotton
6.14,0.78,5.05,120,56,72,31.92,1.38,0.9,5.09,2.86,0.27,Cotton
6.88,0.81,5.34,100,58,65,32.29,1.39,0.86,6.79,3.24,0.33,Cotton
6.54,0.77,5.47,103,45,73,28.97,1.4,0.87,6.64,2.95,0.26,Cotton
6.91,0.76,4.76,106,64,62,28.64,1.0,0.94,5.41,3.63,0.37,Cotton
6.31,0.86,4.14,113,57,66,34.9,1.38,0.89,6.37,2.81,0.3,Cotton
6.89,0.91,4.23,103,53,60,33.97,1.36,0.86,6.42,3.47,0.27,Cotton
6.82,0.93,4.21,117,57,63,34.06,1.12,0.83,6.45,3.68,0.33,Cotton
6.64,0.88,5.27,117,60,68,28.53,1.03,0.85,5.62,3.75,0.25,Cotton
6.95,0.79,4.06,105,57,78,33.81,1.38,0.82,5.07,2.52,0.26,Cotton
6.23,0.8,5.21,112,60,65,28.67,1.21,0.96,6.81,3.72,0.34,Cotton
6.01,0.84,5.01,104,62,72,31.33,1.15,0.81,6.57,2.82,0.34,Cotton
6.96,0.9,5.31,122,55,75,29.35,1.26,0.89,5.3,2.97,0.4,Cotton
6.85,0.9,4.82,123,63,76,32.83,1.09,0.94,5.6,3.33,0.35,Cotton
6.04,0.77,5.29,105,48,63,28.44,1.23,0.86,6.12,2.47,0.25,Cotton
6.82,0.9,4.82,119,47,76,32.01,1.34,0.81,5.31,3.66,0.32,Cotton
6.21,0.91,4.67,107,52,72,27.73,1.26,0.83,6.8,3.63,0.36,Cotton
6.72,0.91,5.3,117,54,75,26.11,1.35,0.83,6.23,3.3,0.35,Cotton
6.27,0.76,4.38,118,50,79,31.52,1.04,0.82,5.67,3.11,0.33,Cotton
6.75,0.95,4.41,119,50,65,31.3,1.21,0.89,5.94,2.55,0.27,Cotton
6.48,0.86,4.11,106,48,76,34.13,1.12,0.85,5.83,2.98,0.34,Cotton
6.25,0.86,4.76,107,56,76,27.78,1.02,0.89,6.11,3.46,0.35,Cotton
6.71,0.83,4.68,114,45,69,25.64,1.0,0.85,6.26,2.84,0.38,Cotton
6.02,0.76,4.63,106,51,63,30.84,1.29,0.89,6.88,2.61,0.28,Cotton
6.97,0.93,5.51,100,48,73,34.39,1.26,0.97,6.28,3.62,0.31,Cotton
6.6,0.88,5.9,100,47,75,31.29,1.05,0.95,6.84,3.02,0.36,Cotton
6.6,0.93,5.06,121,57,61,26.66,1.02,0.98,5.67,3.1,0.39,Cotton
6.98,0.86,4.1,110,52,63,30.37,1.0,0.88,5.05,3.45,0.34,Cotton
6.04,0.76,4.39,124,60,65,33.68,1.33,0.87,6.77,2.48,0.28,Cotton
6.83,0.8,5.87,100,61,60,27.27,1.28,0.88,6.57,2.65,0.26,Cotton
6.17,0.82,5.02,111,54,73,30.57,1.12,0.88,6.03,2.64,0.27,Cotton
6.84,0.89,4.52,104,57,70,29.45,1.01,0.97,6.32,3.66,0.32,Cotton
6.86,0.88,5.21,109,51,61,26.56,1.15,0.93,6.7,3.52,0.38,Cotton
6.93,0.79,5.95,100,55,79,27.7,1.39,0.89,5.64,3.2,0.27,Cotton
6.5,0.78,5.37,121,47,61,34.43,1.13,0.96,6.33,3.35,0.4,Cotton
6.15,0.83,4.97,106,51,73,25.54,1.04,0.99,6.46,2.63,0.39,Cotton
6.12,0.86,5.61,123,53,78,26.5,1.04,0.83,5.12,2.9,0.35,Cotton
6.74,0.77,4.33,119,53,77,28.76,1.05,0.84,5.16,2.93,0.4,Cotton
6.58,0.76,4.18,108,58,64,29.63,1.31,0.93,5.84,2.44,0.35,Cotton
6.04,0.82,5.7,101,60,70,30.25,1.13,0.8,5.28,3.5,0.26,Cotton
6.62,0.88,4.94,101,58,79,28.7,1.33,0.96,5.34,2.86,0.29,Cotton
6.78,0.81,4.37,110,60,77,25.32,1.04,0.86,6.2,3.44,0.37,Cotton
6.74,0.92,5.47,115,63,72,28.56,1.19,0.96,5.87,3.17,0.26,Cotton
6.74,0.76,4.69,124,54,76,28.7,1.35,0.87,6.37,2.85,0.27,Cotton
6.19,0.91,5.57,106,57,62,33.79,1.14,0.97,5.75,3.0,0.4,Cotton
6.09,0.79,4.46,112,46,78,33.04,1.14,0.98,5.25,2.95,0.25,Cotton
6.3,0.8,5.33,113,61,60,27.9,1.27,0.93,5.48,3.75,0.33,Cotton
6.25,0.88,4.67,106,56,70,30.86,1.38,0.86,5.11,3.29,0.3,Cotton
6.68,0.91,5.58,100,48,68,28.99,1.12,0.91,5.26,2.43,0.33,Cotton
6.71,0.81,5.19,108,60,66,27.39,1.1,0.91,5.67,3.39,0.38,Cotton
6.44,0.77,5.41,103,51,77,34.64,1.3,0.82,6.04,3.37,0.4,Cotton
6.33,0.79,5.39,104,55,71,32.59,1.39,0.81,5.16,2.88,0.29,Cotton
6.59,0.86,5.93,114,55,76,31.73,1.1,0.86,6.91,3.2,0.4,Cotton
6.5,0.75,5.64,117,47,61,28.81,1.04,0.92,5.55,3.12,0.35,Cotton
6.81,0.89,5.46,109,53,70,31.6,1.08,0.86,5.71,3.21,0.37,Cotton
6.41,0.77,5.33,115,47,73,33.37,1.22,0.88,6.84,2.44,0.39,Cotton
6.88,0.9,5.57,101,57,67,26.48,1.0,0.9,6.31,2.51,0.34,Cotton
6.97,0.9,5.94,121,56,63,31.66,1.24,0.82,6.75,3.69,0.34,Cotton
6.84,0.95,4.7,118,62,70,27.18,1.31,0.82,5.38,3.43,0.3,Cotton
6.05,0.88,5.63,120,51,76,34.01,1.39,0.83,6.53,3.69,0.32,Cotton
6.26,0.79,4.31,110,63,65,32.08,1.28,0.85,5.2,3.6,0.27,Cotton
6.89,0.83,5.91,103,53,61,28.03,1.28,0.88,6.24,3.16,0.32,Cotton
6.81,0.92,5.9,116,55,63,27.16,1.12,0.88,6.72,2.83,0.3,Cotton
6.34,0.79,4.68,117,46,68,27.34,1.18,0.81,5.76,3.04,0.34,Cotton
6.67,0.93,4.06,114,59,79,30.52,1.02,0.96,5.91,3.23,0.35,Cotton
6.58,0.94,5.48,107,61,64,25.51,1.02,0.99,6.85,3.19,0.38,Cotton
6.32,0.8,4.15,120,46,64,27.36,1.03,0.88,6.72,3.63,0.27,Cotton
6.64,0.85,4.93,114,55,62,32.4,1.38,0.95,5.32,3.02,0.28,Cotton
6.49,0.83,4.6,123,49,70,25.33,1.23,0.82,5.1,3.1,0.25,Cotton
6.95,0.83,4.53,121,50,70,33.12,1.06,0.84,5.72,3.47,0.36,Cotton
6.66,0.83,5.45,102,50,69,26.85,1.13,0.88,6.18,2.8,0.37,Cotton
6.19,0.76,4.53,107,53,72,34.3,1.26,0.87,5.21,2.74,0.25,Cotton
6.88,0.94,4.35,108,49,60,34.98,1.13,0.82,6.99,2.83,0.29,Cotton
6.1,0.88,5.71,106,45,71,33.63,1.14,0.82,6.29,3.13,0.25,Cotton
6.4,0.91,4.02,108,55,70,25.2,1.19,0.95,6.97,3.12,0.36,Cotton
6.3,0.91,5.8,120,46,70,33.12,1.05,1.0,5.64,3.66,0.25,Cotton
6.72,0.85,4.54,101,63,68,28.53,1.37,0.82,6.24,2.81,0.4,Cotton
6.2,0.87,4.68,107,53,71,34.46,1.11,0.93,5.78,3.2,0.3,Cotton
6.39,0.88,4.12,122,59,63,26.84,1.16,0.92,6.57,2.71,0.26,Cotton
6.61,0.85,5.27,121,59,78,30.2,1.23,0.86,6.92,3.42,0.28,Cotton
6.96,0.94,4.29,105,48,66,33.27,1.22,0.93,6.21,2.42,0.39,Cotton
6.44,0.84,5.3,123,59,62,30.06,1.17,0.94,6.74,3.1,0.34,Cotton
6.95,0.82,4.98,121,63,77,29.9,1.37,0.83,5.04,3.6,0.26,Cotton
6.49,0.81,4.39,110,63,65,34.22,1.25,0.88,6.13,2.44,0.34,Cotton
6.81,0.9,4.62,113,64,65,33.26,1.26,0.9,6.09,3.41,0.36,Cotton
6.64,0.76,4.61,111,64,60,30.28,1.18,0.96,5.86,2.67,0.34,Cotton
6.05,0.76,5.92,115,63,68,26.31,1.25,0.88,6.63,3.09,0.31,Cotton
6.22,0.82,4.42,114,49,61,29.05,1.22,0.87,6.89,3.73,0.37,Cotton
6.47,0.88,5.06,120,54,74,25.28,1.29,0.81,5.1,2.54,0.34,Cotton
6.61,0.76,5.39,122,54,60,26.79,1.27,0.95,6.01,3.76,0.29,Cotton
6.16,0.85,5.77,103,57,66,32.37,1.27,0.8,5.32,2.65,0.39,Cotton
6.46,0.81,4.39,120,51,72,25.13,1.39,0.8,6.31,2.54,0.35,Cotton
6.61,0.87,4.77,115,59,76,28.18,1.13,0.89,5.71,2.63,0.31,Cotton
6.04,0.83,4.35,124,51,61,25.29,1.05,0.86,6.92,3.06,0.26,Cotton
6.57,0.93,4.35,100,45,61,25.63,1.1,0.85,6.56,2.78,0.36,Cotton
6.15,0.77,5.78,115,58,68,34.31,1.07,0.89,6.0,3.79,0.27,Cotton
6.66,0.91,5.5,108,45,78,34.03,1.04,0.94,5.59,3.7,0.35,Cotton
6.3,0.93,4.61,116,64,77,32.44,1.34,0.88,6.37,2.42,0.26,Cotton
6.49,0.77,4.38,104,62,62,26.47,1.26,0.96,6.96,3.21,0.3,Cotton
6.54,0.76,5.65,103,64,66,28.49,1.2,0.86,5.09,3.03,0.26,Cotton
6.15,0.9,4.88,109,46,68,30.43,1.08,0.96,6.38,3.56,0.26,Cotton
6.47,0.92,4.34,119,61,63,34.73,1.27,0.9,5.07,3.54,0.31,Cotton
6.91,0.92,5.58,113,52,63,25.19,1.38,0.93,5.03,3.72,0.25,Cotton
6.98,0.76,4.01,117,52,69,30.74,1.37,0.9,5.21,3.77,0.33,Cotton
6.6,0.86,4.33,119,49,69,27.28,1.01,0.98,5.78,3.35,0.37,Cotton
6.59,0.86,4.27,110,60,62,34.5,1.22,0.82,6.4,3.36,0.4,Cotton
6.19,0.92,4.59,117,62,79,27.63,1.3,0.93,5.45,3.75,0.32,Cotton
6.21,0.88,4.24,120,60,73,34.01,1.01,0.81,5.6,3.5,0.36,Cotton
6.7,0.94,4.2,117,51,76,30.94,1.38,0.86,6.4,3.56,0.26,Cotton
6.23,0.79,5.01,104,47,79,27.57,1.14,0.94,6.08,2.6,0.25,Cotton
6.32,0.89,4.98,114,55,79,33.1,1.16,0.86,5.94,3.56,0.27,Cotton
6.26,0.91,4.6,117,46,77,26.96,1.03,0.89,6.27,2.68,0.33,Cotton
6.91,0.91,4.89,117,58,79,33.08,1.19,0.85,6.7,3.31,0.27,Cotton
6.18,0.79,4.27,124,58,63,32.22,1.02,0.89,6.08,3.77,0.29,Cotton
6.98,0.79,4.29,117,51,62,27.13,1.35,0.87,6.96,2.6,0.33,Cotton
6.6,0.84,4.49,104,55,66,25.8,1.3,0.89,6.93,3.47,0.25,Cotton
6.35,0.8,5.3,117,56,77,25.58,1.18,0.93,5.37,3.34,0.32,Cotton
6.18,0.92,4.38,119,53,78,32.39,1.34,0.8,6.26,3.3,0.36,Cotton
6.8,0.87,5.98,120,61,70,28.3,1.18,0.84,5.06,3.54,0.3,Cotton
6.24,0.9,4.9,106,52,67,25.57,1.11,0.97,5.13,3.06,0.35,Cotton
6.58,0.93,5.89,114,45,61,27.38,1.11,0.86,5.17,2.43,0.26,Cotton
6.53,0.91,5.74,102,53,77,34.83,1.14,0.98,6.54,3.05,0.28,Cotton
